Center,CAReportName,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Mo. Bdgt Var May 2025,Mo. Bdgt May 2025,YTD May 2025,YTD Bdgt May 2025,YTD May 2024
2005-001 Beaumont GI,7338-0000 Facility food and beverage,1476.47,250.24,273.19,147.11,213.71,326.32,130.02,0.00,89.42,219.44,1090.35,1097.22,1028.23
2005-001 Beaumont GI,7339-0000 Office supplies,1577.81,2198.64,4993.27,1890.01,2806.08,2533.06,688.19,0.00,1757.14,2445.33,12910.61,12226.64,13739.28
2005-001 Beaumont GI,7341-0000 Postage,0.00,75.86,0.00,0.00,0.00,101.18,0.00,0.00,22.50,22.50,101.18,112.50,132.36
2005-001 Beaumont GI,7343-0000 Express delivery,19.52,56.41,54.56,45.31,21.65,21.60,0.00,0.00,53.80,53.80,143.12,269.00,249.73
2005-001 Beaumont GI,7347-0000 Telephone,672.59,672.59,674.29,678.34,678.34,679.36,679.36,0.00,-23.13,656.23,3389.69,3281.15,3278.43
2005-001 Beaumont GI,7349-0000 Dues and subscriptions,0.00,500.00,1250.00,0.00,0.00,0.00,0.00,0.00,280.53,280.53,1250.00,1402.65,1863.34
2005-001 Beaumont GI,7351-0000 Meetings and conferences,330.00,0.00,0.00,815.00,0.00,0.00,0.00,0.00,183.33,183.33,815.00,916.65,2200.00
2005-001 Beaumont GI,7353-0000 Maintenance scopes,3734.63,3734.63,3734.63,3734.63,3734.63,3734.63,3734.63,0.00,-159.96,3574.67,18673.15,17873.36,17049.40
2005-001 Beaumont GI,7355-0000 Maintenance other,3421.88,3733.70,3317.24,2284.36,2165.54,109.50,22.31,0.00,3282.02,3304.33,7898.95,16521.65,17028.00
2005-001 Beaumont GI,7356-0000 Software maintenance contracts,14498.42,5461.15,9626.36,12798.95,11217.82,9619.86,748.25,0.00,9213.14,9961.39,44011.24,49806.95,43918.42
2005-001 Beaumont GI,7357-0000 Advertising,315.71,303.66,510.00,97.32,4410.59,1540.00,1540.00,0.00,-1085.99,454.01,8097.91,2270.03,2103.84
2005-001 Beaumont GI,7363-0000 Employee recruiting cost,52.81,0.00,241.06,59.55,739.87,457.24,661.49,0.00,-584.34,77.15,2159.21,385.75,418.64
2005-001 Beaumont GI,7369-0000 Other operating expense,4294.57,3460.42,2807.67,3216.15,3348.90,4024.97,0.00,0.00,4028.88,4028.88,13397.69,20144.40,19653.00
2005-001 Beaumont GI,7370-0000 Minor equipment expense,453.47,946.94,1094.05,1000.00,-1000.00,550.08,786.22,0.00,1377.18,2163.40,2430.35,10817.00,10280.32
2005-001 Beaumont GI,7371-0000 Accreditation fee,1097.66,161.83,161.83,161.83,161.83,161.83,161.83,0.00,-10.81,151.02,809.15,755.10,755.10
2005-001 Beaumont GI,7412-0000 Rent equipment,282.85,282.85,282.85,389.60,389.60,183.25,301.83,0.00,-3.06,298.78,1547.13,1493.88,1465.66
2005-001 Beaumont GI,7415-0000 CAM,11460.27,11460.27,13613.23,13613.23,13613.23,13613.23,13613.23,0.00,-2152.96,11460.27,68066.15,57301.35,73837.95
2005-001 Beaumont GI,7416-0000 Lease level expense,20533.49,20533.49,20533.49,20533.49,20533.49,20533.49,19857.86,0.00,675.63,20533.49,101991.82,102667.45,102667.45
2005-001 Beaumont GI,7421-0000 Insurance malpractice,-497.90,4437.29,1795.79,1795.79,1795.79,1795.79,1795.79,0.00,-508.60,1287.19,8978.95,6435.96,6771.51
2005-001 Beaumont GI,7422-0000 Insurance other,10318.12,5309.19,3875.88,3875.88,3875.88,3875.88,3875.88,0.00,110.28,3986.16,19379.40,19930.80,15313.82
2005-001 Beaumont GI,7431-0000 Utilities,854.66,854.66,854.66,854.66,854.66,854.66,0.00,0.00,922.24,922.24,3418.64,4579.72,5087.04
2005-001 Beaumont GI,7501-0000 Property tax,1043.00,1043.00,92.07,885.52,963.76,963.76,963.76,0.00,236.17,1199.93,3868.87,5999.64,-24496.64
2005-001 Beaumont GI,7505-0000 Franchise taxes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00
2005-001 Beaumont GI,7507-0000 Sales tax,0.00,0.00,6.41,0.00,0.00,13.13,0.00,0.00,0.00,0.00,19.54,0.00,19.05
2005-001 Beaumont GI,7509-0000 Other taxes and licenses,216.67,216.67,1104.67,216.67,216.67,216.67,216.67,0.00,-28.98,187.69,1971.35,938.44,880.47
2005-001 Beaumont GI,7654-0000 Depreciation leasehold improvements,7073.18,7072.52,7072.91,7072.86,7131.65,7131.48,0.00,0.00,7258.19,7258.19,28408.90,35735.37,35364.48
2005-001 Beaumont GI,7655-0000 Depreciation moveable equipment,2850.78,2850.65,2893.37,2893.38,3170.68,3170.68,0.00,0.00,3601.00,3601.00,12128.11,17088.33,13387.23
2005-001 Beaumont GI,7656-0000 Depreciation software,834.11,525.85,525.86,525.85,525.86,525.85,0.00,0.00,526.00,526.00,2103.42,2630.00,5235.69
2005-001 Beaumont GI,7912-7011 State income taxes - GP allocation,997.00,-8387.00,1053.00,1053.00,1053.00,1053.00,0.00,0.00,1130.78,1130.78,4212.00,5701.08,4985.00
2005-001 Beaumont GI,7912-7012 State income taxes - LP allocation,958.00,-8058.00,1012.00,1012.00,1012.00,1012.00,0.00,0.00,1086.44,1086.44,4048.00,5477.51,4790.00
2005-001 Beaumont GI,8102-0000 Interest income,-1.19,-60.64,3.68,3.75,-692.86,-1.21,0.00,0.00,0.00,0.00,-686.64,0.00,-0.64
2005-001 Beaumont GI,8109-0000 Misc net revenues,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.08,-2.08,0.00,-10.42,-123.95
2005-001 Beaumont GI,8143-0000 Misc other income,-98.00,-209.79,-942.34,114.69,-444.63,-379.24,349.60,0.00,543.96,-194.36,-1301.92,-971.81,0.00
2005-001 Beaumont GI,8221-0000 Miscellaneous other expense,0.00,0.00,0.00,0.00,204.84,279.13,0.00,0.00,0.00,0.00,483.97,0.00,0.00
2005-001 Beaumont GI,R101-6001 GI procedures,1044.00,1145.00,979.00,1112.00,1235.00,1257.00,-261.00,0.00,-1391.69,1130.69,4322.00,5597.39,5437.00
2005-001 Beaumont GI,S005-0000 Working days in the month,19.00,20.00,22.00,20.00,21.00,22.00,0.00,0.00,0.00,0.00,85.00,0.00,108.00
2005-001 Beaumont GI,S101-0000 GI cases,762.00,764.00,717.00,800.00,867.00,881.00,-187.00,0.00,-1050.12,863.12,3078.00,4272.82,3956.00
2009-001 Washington DC GI,1111-1102 Depository - Refund disbursement,-3712.63,0.00,-505.54,-1113.72,-5597.51,-1153.82,0.00,0.00,0.00,0.00,-8370.59,0.00,-6546.99
2009-001 Washington DC GI,1111-1105 Depository - Non capitated collection,268124.70,248543.39,205873.92,230293.82,272112.80,314791.56,0.00,0.00,0.00,0.00,1023072.10,0.00,1374640.00
2009-001 Washington DC GI,1111-1147 Depository - Grant collections,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009-001 Washington DC GI,1131-1102 Disbursements - Refund disbursement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009-001 Washington DC GI,5312-5303 GP capital current year - Distribution,63852.00,47430.00,21369.00,37536.00,53397.00,55590.00,54009.00,0.00,54009.00,0.00,221901.00,0.00,287691.00
2009-001 Washington DC GI,5322-5303 LP capital current year - Distribution,61348.00,45570.00,20531.00,36064.00,51303.00,53410.00,51891.00,0.00,51891.00,0.00,213199.00,0.00,276409.00
2009-001 Washington DC GI,6101-6001 GI revenue,-478675.00,-482650.00,-486875.00,-476625.00,-541525.00,-582650.00,0.00,0.00,558731.51,-558731.51,-2087675.00,-2766006.67,-2834775.00
2009-001 Washington DC GI,6201-6001 Contract adj GI,231370.63,229258.75,246265.63,233396.88,248304.03,279907.65,0.00,0.00,-269377.83,269377.83,1007874.19,1333534.82,1385136.43
2009-001 Washington DC GI,6301-6001 Bad debt exp GI,-3521.32,482.65,486.88,-9523.37,20541.53,-7417.35,0.00,0.00,11031.41,11031.41,4087.69,54610.17,70834.79
2009-001 Washington DC GI,7115-0000 Clinical salaries,49133.86,55013.19,48122.93,47011.09,44222.07,60731.71,22198.99,0.00,28172.58,50371.57,222286.79,233148.17,227779.47
2009-001 Washington DC GI,7116-0000 Clinical overtime,241.95,422.70,14.55,356.71,363.87,975.47,941.04,0.00,-804.11,136.93,2651.64,689.99,404.25
2009-001 Washington DC GI,7117-0000 Administrative support salaries,3416.12,12875.35,16930.19,14030.98,15631.57,11232.14,4800.38,0.00,-572.57,4227.81,62625.26,19782.30,16001.90
2009-001 Washington DC GI,7125-0000 Temporary labor clinical,2262.54,3879.21,3590.78,8367.34,7730.15,18573.83,0.00,0.00,3105.00,3105.00,38262.10,15525.00,62746.64
2009-001 Washington DC GI,7129-0000 Accrued compensation,636.95,-802.78,516.97,516.97,516.97,924.15,516.97,0.00,-193.02,323.96,2992.03,1619.78,11918.30
2009-001 Washington DC GI,7141-0000 FICA,3971.19,5702.74,4774.90,4580.12,4460.61,5474.26,2077.46,0.00,1779.88,3857.34,21367.35,20933.70,18670.69
2009-001 Washington DC GI,7143-0000 Federal unemployment,4.78,269.19,170.36,52.12,-4.24,36.69,30.09,0.00,48.82,78.91,285.02,427.96,389.41
2009-001 Washington DC GI,7145-0000 State unemployment,362.50,1505.95,1369.90,756.39,464.78,682.76,313.84,0.00,-234.93,78.91,3587.67,427.96,2531.49
2009-001 Washington DC GI,7161-0000 Pension,531.45,631.45,708.81,645.57,621.12,683.45,265.28,0.00,58.27,323.55,2924.23,1617.74,1564.31
2009-001 Washington DC GI,7163-0000 Employee insurance,3444.12,3302.60,4147.94,6637.90,5683.98,6131.55,210.38,0.00,3632.34,3842.72,22811.75,19213.60,15650.73
2009-001 Washington DC GI,7165-0000 Workers compensation,784.45,392.18,392.23,392.23,392.23,392.23,392.23,0.00,-133.87,258.36,1961.15,1291.80,1268.38
2009-001 Washington DC GI,7173-0000 Other employee benefits,1967.65,1996.05,2028.60,1626.05,1824.85,1685.72,217.00,0.00,1462.64,1679.64,7382.22,8398.22,9609.00
2009-001 Washington DC GI,7201-0000 Medical supplies actual,12170.97,17167.11,13053.13,17661.21,16349.18,15914.70,1645.50,0.00,14125.26,15770.76,64623.72,78448.75,82600.31
2009-001 Washington DC GI,7203-0000 Medical supplies accrual,1832.00,-2089.00,1429.00,-1829.00,640.00,1379.00,-2411.00,0.00,2411.00,0.00,-792.00,0.00,81.00
2009-001 Washington DC GI,7205-0000 Prescription drugs actual,1046.96,2006.97,1976.38,1818.15,1861.02,3121.14,0.00,0.00,2770.34,2770.34,8776.69,13714.38,15625.81
2009-001 Washington DC GI,7207-0000 Prescription drugs accrual,0.00,10.00,-1.00,160.00,-158.00,-11.00,0.00,0.00,0.00,0.00,-10.00,0.00,-751.00
2009-001 Washington DC GI,7223-0000 Corporate rebate program,-341.29,-2447.07,-121.30,-290.41,-1291.96,-190.16,0.00,0.00,-496.17,-496.17,-1893.83,-2456.24,-1811.19
2009-001 Washington DC GI,7301-0000 Linen service,3048.60,3633.54,3934.84,3286.81,3325.04,3188.40,755.40,0.00,2337.66,3093.06,14490.49,15465.31,15449.74
2009-001 Washington DC GI,7303-0000 Cleaning service,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,375.00
2009-001 Washington DC GI,7305-0000 Medical waste,111.30,111.30,148.40,74.20,185.50,111.30,0.00,0.00,161.25,161.25,519.40,806.23,649.04
2009-001 Washington DC GI,7306-0000 Medical specialist fee,4625.00,4625.25,4625.25,4623.50,4625.00,4625.00,-41625.00,0.00,46103.57,4478.57,-23126.25,22392.86,22394.00
2009-001 Washington DC GI,7309-0000 Billing service,13406.24,12210.62,10293.70,11305.12,13605.64,15715.61,0.00,0.00,13916.11,13916.11,50920.07,68893.08,68434.71
2009-001 Washington DC GI,7313-0000 Legal fees,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00
2009-001 Washington DC GI,7323-0000 Contract services,9887.41,10093.76,8269.81,8827.22,8137.48,8706.64,7594.91,0.00,2243.65,9838.56,41536.06,49192.78,48369.46
2009-001 Washington DC GI,7331-0000 GP travel,0.00,1413.44,0.00,1011.94,21.31,0.00,0.00,0.00,250.00,250.00,1033.25,1250.00,-530.85
2009-001 Washington DC GI,7333-0000 LP travel,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00
2009-001 Washington DC GI,7337-0000 Business meals and entertainment,0.00,401.17,0.00,423.64,788.67,0.00,0.00,0.00,31.18,31.18,1212.31,155.89,-80.81
2009-001 Washington DC GI,7338-0000 Facility food and beverage,288.47,11.42,156.99,343.41,145.90,195.31,249.95,0.00,-7.88,242.07,1091.56,1210.34,521.47
2009-001 Washington DC GI,7339-0000 Office supplies,-2760.92,1193.14,1491.16,1463.48,651.35,1189.67,435.91,0.00,680.58,1116.49,5231.57,5582.45,5427.49
2009-001 Washington DC GI,7341-0000 Postage,0.00,0.00,0.00,0.00,19.15,0.00,0.00,0.00,0.00,0.00,19.15,0.00,0.00
2009-001 Washington DC GI,7343-0000 Express delivery,33.24,0.00,26.02,31.77,105.82,102.77,0.00,0.00,36.01,36.01,266.38,180.05,223.49
2009-001 Washington DC GI,7347-0000 Telephone,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.29,34.29,0.00,171.45,240.00
2009-001 Washington DC GI,7349-0000 Dues and subscriptions,0.00,550.00,0.00,0.00,0.00,0.00,0.00,0.00,46.35,46.35,0.00,231.75,495.00
2009-001 Washington DC GI,7351-0000 Meetings and conferences,-1268.75,260.00,254.40,1002.16,0.00,333.38,0.00,0.00,0.00,0.00,1589.94,0.00,0.00
2009-001 Washington DC GI,7353-0000 Maintenance scopes,2431.19,1956.84,1956.84,1957.32,-783.00,1272.00,0.00,0.00,2475.11,2475.11,4403.16,12375.57,11635.48
2009-001 Washington DC GI,7355-0000 Maintenance other,2080.92,2473.59,240.68,1715.75,7174.93,5005.94,1818.63,0.00,-921.36,897.27,15955.93,4486.35,4949.19
2009-001 Washington DC GI,7356-0000 Software maintenance contracts,4504.46,3820.80,4440.03,4439.36,-1461.96,4573.23,4137.34,0.00,639.01,4776.35,16128.00,23881.75,21656.91
2009-001 Washington DC GI,7357-0000 Advertising,233.33,233.33,190.33,276.33,-106.66,120.00,120.00,0.00,120.33,240.33,600.00,1201.65,1166.65
2009-001 Washington DC GI,7363-0000 Employee recruiting cost,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.06,59.06,0.00,295.30,33.70
2009-001 Washington DC GI,7369-0000 Other operating expense,1035.63,2713.19,1753.13,1411.56,780.58,1000.82,35.79,0.00,1150.64,1186.43,4981.88,5932.15,5252.92
2009-001 Washington DC GI,7370-0000 Minor equipment expense,0.00,0.00,0.00,0.00,517.82,0.00,0.00,0.00,0.00,0.00,517.82,0.00,2072.82
2009-001 Washington DC GI,7371-0000 Accreditation fee,184.29,201.44,201.44,201.26,201.44,201.44,201.44,0.00,-17.15,184.29,1007.02,921.45,921.45
2009-001 Washington DC GI,7412-0000 Rent equipment,-283.86,222.61,386.17,1079.09,14.52,1736.18,0.00,0.00,165.01,165.01,3215.96,825.07,829.09
2009-001 Washington DC GI,7415-0000 CAM,1757.39,1757.39,1757.39,1757.39,1757.39,1757.39,1757.39,0.00,0.00,1757.39,8786.95,8786.95,8786.95
2009-001 Washington DC GI,7416-0000 Lease level expense,13667.92,13667.92,13667.92,13667.92,13667.92,13667.92,13691.38,0.00,-23.46,13667.92,68363.06,68339.60,67319.48
2009-001 Washington DC GI,7421-0000 Insurance malpractice,-181.08,3036.58,-123.14,840.84,840.84,840.84,840.84,0.00,-250.34,590.50,3240.22,2952.51,2950.71
2009-001 Washington DC GI,7422-0000 Insurance other,4717.09,1108.33,461.95,461.95,461.95,461.95,461.95,0.00,525.22,987.17,2309.75,4935.83,3566.05
2009-001 Washington DC GI,7501-0000 Property tax,1414.53,1414.53,1414.53,1414.53,1414.53,1414.53,1414.53,0.00,141.42,1555.95,7072.65,7779.75,6982.60
2009-001 Washington DC GI,7505-0000 Franchise taxes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00
2009-001 Washington DC GI,7507-0000 Sales tax,0.00,201.05,615.20,0.00,0.00,0.00,0.00,0.00,100.92,100.92,615.20,504.59,456.23
2009-001 Washington DC GI,7509-0000 Other taxes and licenses,0.00,130.00,1000.00,0.00,0.00,0.00,0.00,0.00,32.92,32.92,1000.00,164.61,230.46
2009-001 Washington DC GI,7654-0000 Depreciation leasehold improvements,2729.85,2729.59,2729.75,2729.73,3707.99,3055.77,0.00,0.00,2730.00,2730.00,12223.24,13650.00,13136.54
2009-001 Washington DC GI,7655-0000 Depreciation moveable equipment,948.25,948.19,586.14,586.13,586.14,586.13,0.00,0.00,586.00,586.00,2344.54,2930.00,2881.18
2009-001 Washington DC GI,7912-7011 State income taxes - GP allocation,4500.30,3447.07,3393.80,3594.47,4766.35,4752.51,0.00,0.00,6084.58,6084.58,16507.13,30747.80,25134.47
2009-001 Washington DC GI,7912-7012 State income taxes - LP allocation,4324.87,3312.70,3261.50,3454.35,4580.55,4567.25,0.00,0.00,5845.97,5845.97,15863.65,29542.01,24154.66
2009-001 Washington DC GI,8109-0000 Misc net revenues,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.50,-9.50,0.00,-47.48,-100.00
2009-001 Washington DC GI,8143-0000 Misc other income,-222.69,17.16,-211.15,-137.58,-309.83,-406.93,314.93,0.00,390.22,-75.29,-750.56,-376.46,0.00
2009-001 Washington DC GI,8221-0000 Miscellaneous other expense,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,284.00
2009-001 Washington DC GI,R101-6001 GI procedures,467.00,466.00,475.00,465.00,527.00,566.00,0.00,0.00,-536.55,536.55,2033.00,2656.14,2751.00
2009-001 Washington DC GI,S005-0000 Working days in the month,19.00,20.00,22.00,20.00,21.00,22.00,0.00,0.00,0.00,0.00,85.00,0.00,108.00
2009-001 Washington DC GI,S101-0000 GI cases,403.00,389.00,386.00,383.00,437.00,469.00,0.00,0.00,-454.70,454.70,1675.00,2250.96,2347.00
2011-001 Torrance GI,1111-1102 Depository - Refund disbursement,-826.59,-389.28,-8240.95,-871.38,-1463.14,-1360.68,0.00,0.00,0.00,0.00,-11936.15,0.00,-21555.07
2011-001 Torrance GI,1111-1105 Depository - Non capitated collection,542249.46,756014.61,648667.44,570330.34,669725.40,736485.99,0.00,0.00,0.00,0.00,2625209.17,0.00,2593288.05
2011-001 Torrance GI,1111-1139 Depository - Anesthesia collection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011-001 Torrance GI,1111-1147 Depository - Grant collections,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011-001 Torrance GI,1131-1102 Disbursements - Refund disbursement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011-001 Torrance GI,5312-5303 GP capital current year - Distribution,207697.60,80988.00,80580.00,100674.00,100725.00,112863.00,138108.00,0.00,138108.00,0.00,532950.00,0.00,754137.00
2011-001 Torrance GI,5322-5303 LP capital current year - Distribution,199552.59,77812.00,77420.00,96726.00,96775.00,108437.00,132692.00,0.00,132692.00,0.00,512050.00,0.00,724563.00
2011-001 Torrance GI,6101-6001 GI revenue,-1979156.00,-1673470.00,-1797834.00,-1847587.00,-2037599.00,-2109063.00,0.00,0.00,2244484.37,-2244484.37,-7792083.00,-11091254.15,-10569483.00
2011-001 Torrance GI,6201-6001 Contract adj GI,1348721.86,1112826.95,1231516.29,1259597.10,1332755.32,1431708.16,0.00,0.00,-1516494.92,1516494.92,5255576.87,7517481.96,7171095.87
2011-001 Torrance GI,6301-6001 Bad debt exp GI,5937.47,5020.41,5393.50,5542.76,6112.80,6327.19,0.00,0.00,8469.25,8469.25,23376.25,41983.28,103708.45
2011-001 Torrance GI,6501-6001 Management fee external,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-295300.10
2011-001 Torrance GI,7115-0000 Clinical salaries,123103.91,185929.92,163898.69,156754.96,172663.45,150926.88,-21963.00,0.00,176143.72,154180.72,622280.98,781534.66,713943.45
2011-001 Torrance GI,7116-0000 Clinical overtime,18905.66,9116.12,5876.83,5667.42,9565.43,10189.43,0.00,0.00,9466.09,9466.09,31299.11,49068.26,46602.20
2011-001 Torrance GI,7117-0000 Administrative support salaries,10227.28,14772.72,13068.18,11363.64,9247.34,6878.25,0.00,0.00,25965.21,25965.21,40557.41,129826.04,122690.23
2011-001 Torrance GI,7125-0000 Temporary labor clinical,13000.00,53907.86,12895.01,15558.92,9862.65,40668.72,4810.73,0.00,19289.27,24100.00,83796.03,120500.00,79851.92
2011-001 Torrance GI,7127-0000 Temporary labor,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011-001 Torrance GI,7129-0000 Accrued compensation,833.33,1953.02,833.33,833.33,4863.26,2176.64,2176.64,0.00,-1141.64,1035.00,10883.20,5175.00,4166.65
2011-001 Torrance GI,7141-0000 FICA,11215.58,16660.94,13670.70,13025.90,13695.42,13206.33,-1750.50,0.00,15781.79,14031.29,51847.85,71071.74,66103.27
2011-001 Torrance GI,7143-0000 Federal unemployment,76.03,70.42,1111.07,204.70,108.83,86.25,-12.99,0.00,84.72,71.73,1497.86,1292.25,1502.68
2011-001 Torrance GI,7145-0000 State unemployment,215.35,199.50,3147.83,747.03,499.30,359.40,-54.15,0.00,931.61,877.46,4699.41,6366.91,4503.37
2011-001 Torrance GI,7161-0000 Pension,4263.01,4263.01,4263.01,4970.63,4616.82,4616.82,4616.82,0.00,613.05,5229.87,23084.10,26149.35,21315.05
2011-001 Torrance GI,7163-0000 Employee insurance,14152.43,14152.43,8729.37,8025.35,7969.81,7969.81,0.00,0.00,18620.00,18620.00,32694.34,93100.00,68078.16
2011-001 Torrance GI,7165-0000 Workers compensation,3691.47,5222.86,4507.75,4212.12,4307.39,4229.53,-575.25,0.00,4714.86,4139.61,16681.54,20698.04,26601.27
2011-001 Torrance GI,7201-0000 Medical supplies actual,32371.63,50966.71,35788.69,55760.98,35148.48,38901.27,6074.05,0.00,47885.88,53959.93,171673.47,268780.16,241186.55
2011-001 Torrance GI,7203-0000 Medical supplies accrual,3591.00,-139.00,1978.00,-5884.00,1965.00,9149.00,-11431.00,0.00,11431.00,0.00,-4223.00,0.00,5215.00
2011-001 Torrance GI,7205-0000 Prescription drugs actual,6708.36,4481.76,5037.45,5667.13,2896.91,6799.04,4215.79,0.00,6711.27,10927.06,24616.32,54167.01,48942.65
2011-001 Torrance GI,7207-0000 Prescription drugs accrual,1077.00,1270.00,83.00,-1930.00,6561.00,-6861.00,-200.00,0.00,200.00,0.00,-2347.00,0.00,4068.00
2011-001 Torrance GI,7223-0000 Corporate rebate program,-1525.44,-4881.61,-381.90,-1775.33,-3197.79,-754.91,0.00,0.00,-1961.67,-1961.67,-6109.93,-9724.27,-7288.86
2011-001 Torrance GI,7301-0000 Linen service,2944.62,2412.36,2934.95,2345.49,2517.14,2417.72,1426.96,0.00,1085.60,2512.56,11642.26,12562.82,12574.71
2011-001 Torrance GI,7303-0000 Cleaning service,2750.00,2750.00,2750.00,2750.00,2750.00,2750.00,2750.00,0.00,82.50,2832.50,13750.00,14162.50,13750.00
2011-001 Torrance GI,7305-0000 Medical waste,1040.00,672.32,1429.25,2305.60,1131.12,1355.31,0.00,0.00,1892.30,1892.30,6221.28,9461.51,9752.89
2011-001 Torrance GI,7306-0000 Medical specialist fee,4500.00,4500.00,4500.00,4500.00,4500.00,4500.00,-18000.00,0.00,22500.00,4500.00,0.00,22500.00,22500.00
2011-001 Torrance GI,7307-0000 Transcription service,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011-001 Torrance GI,7309-0000 Billing service,37899.60,53311.07,45146.60,40049.42,46596.93,51810.99,0.00,0.00,50366.41,50366.41,183603.94,247225.22,234926.85
2011-001 Torrance GI,7313-0000 Legal fees,75.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00
2011-001 Torrance GI,7323-0000 Contract services,33613.12,33981.65,34676.30,36509.08,35324.18,34814.48,2099.10,0.00,37523.18,39622.28,143423.14,198111.38,196351.67
2011-001 Torrance GI,7323-7001 Contract services - Anesthesiology,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011-001 Torrance GI,7327-0000 Uniform allowance,350.00,300.00,0.00,100.00,0.00,0.00,0.00,0.00,79.31,79.31,100.00,396.56,461.82
2011-001 Torrance GI,7331-0000 GP travel,0.00,0.00,0.00,814.32,6648.54,2488.79,0.00,0.00,2229.94,2229.94,9951.65,11149.71,6152.90
2011-001 Torrance GI,7333-0000 LP travel,106.37,564.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011-001 Torrance GI,7337-0000 Business meals and entertainment,1478.87,1094.51,2008.36,1989.93,1987.03,1815.03,-7014.44,0.00,8989.44,1975.00,785.91,9875.00,18652.53
2011-001 Torrance GI,7338-0000 Facility food and beverage,2002.58,894.36,1296.76,936.18,169.25,1344.31,375.71,0.00,875.12,1250.83,4122.21,6254.17,5883.94
2011-001 Torrance GI,7339-0000 Office supplies,1803.18,9199.60,5004.94,6761.14,3054.08,4569.74,46.95,0.00,3123.48,3170.43,19436.85,15852.15,17087.28
2011-001 Torrance GI,7341-0000 Postage,103.27,146.40,0.00,0.00,0.00,0.00,0.00,0.00,10.21,10.21,0.00,51.05,-52.00
2011-001 Torrance GI,7343-0000 Express delivery,23.25,32.36,101.57,10.20,31.93,43.49,-101.57,0.00,147.28,45.71,85.62,228.55,181.90
2011-001 Torrance GI,7347-0000 Telephone,1809.61,1853.50,1230.53,1930.83,1855.51,1857.79,0.00,0.00,1279.02,1279.02,6874.66,6395.10,9073.98
2011-001 Torrance GI,7349-0000 Dues and subscriptions,0.00,550.00,0.00,795.00,751.00,0.00,-795.00,0.00,835.00,40.00,751.00,200.00,0.00
2011-001 Torrance GI,7351-0000 Meetings and conferences,200.00,3671.73,0.00,0.00,0.00,200.00,0.00,0.00,22.50,22.50,200.00,112.50,270.00
2011-001 Torrance GI,7353-0000 Maintenance scopes,2700.00,2700.00,2700.00,2721.21,2700.00,2987.62,2700.00,0.00,81.00,2781.00,13808.83,13905.00,3318.00
2011-001 Torrance GI,7355-0000 Maintenance other,1919.23,3741.19,1832.99,2146.28,2348.49,1808.49,1808.49,0.00,-345.09,1463.40,9944.74,7317.00,2886.92
2011-001 Torrance GI,7356-0000 Software maintenance contracts,6343.28,5418.02,6272.43,5605.25,5477.25,6721.82,523.25,0.00,5124.45,5647.70,24600.00,28238.52,27477.24
2011-001 Torrance GI,7357-0000 Advertising,498.10,508.02,510.00,506.04,6186.10,1540.00,1540.00,0.00,-972.23,567.77,10282.14,2838.83,2848.98
2011-001 Torrance GI,7363-0000 Employee recruiting cost,260.05,0.00,43.70,21.85,95.00,0.00,0.00,0.00,65.52,65.52,160.55,327.60,285.81
2011-001 Torrance GI,7369-0000 Other operating expense,3448.78,4012.22,4720.42,4441.24,4531.32,2986.95,0.00,0.00,1830.35,1830.35,16679.93,9151.75,10393.98
