Field,Excel Value,DataBase Value,Variance,Result,Issue,Sheet,Center,CAReport Name
CAReportName,NULL,"accounts receivable, net",,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Anesthesia: 0 - 30 days,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: 0 - 30 days,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
CAReportName,Anesthesia: 0 - 30 days,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
CAReportName,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
CAReportName,NULL,Anesthesia: 120+ days,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: 120+ days,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
CAReportName,Anesthesia: 120+ days,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
CAReportName,NULL,Anesthesia: 31 - 60 days,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: 31 - 60 days,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
CAReportName,Anesthesia: 31 - 60 days,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
CAReportName,NULL,Anesthesia: 61 - 90 days,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: 61 - 90 days,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
CAReportName,Anesthesia: 61 - 90 days,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
CAReportName,NULL,Anesthesia: 91 - 120 days,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: 91 - 120 days,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
CAReportName,Anesthesia: 91 - 120 days,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
CAReportName,NULL,Anesthesia: A211-0000 Gross days in AR,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: A211-0000 Gross days in AR,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
CAReportName,Anesthesia: Accounts receivable greater than 90 days,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
CAReportName,Anesthesia: Accounts receivable per general ledger,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
CAReportName,"Anesthesia: Accounts receivable, net",NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
CAReportName,Anesthesia: Anesthesia units per case,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
CAReportName,Anesthesia: Bad debt allowance percentage,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
CAReportName,Anesthesia: Bad debt allowance,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
CAReportName,Anesthesia: Bad debt expense - anesthesia,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
CAReportName,Anesthesia: Bad debt expense percentage,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
CAReportName,"Anesthesia: Bad debt write-offs, net of recoveries",NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
CAReportName,NULL,"Anesthesia: Bad debt write-offs, net of recoveries",,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: Collections per anesthesia case,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
CAReportName,Anesthesia: Collections per anesthesia unit,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
CAReportName,"Anesthesia: Collections, net of refunds",NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
CAReportName,NULL,"Anesthesia: Collections, net of refunds",,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: Contractual adjustment percentage,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
CAReportName,Anesthesia: Contractual adjustments - anesthesia,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
CAReportName,Anesthesia: Contractual allowance percentage,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
CAReportName,Anesthesia: Contractual allowance,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
CAReportName,Anesthesia: Contractual write-offs,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
CAReportName,NULL,Anesthesia: Contractual write-offs,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Anesthesia: Credit balances,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: Credit balances,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Credit balances
CAReportName,Anesthesia: Gross charge per anesthesia case,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia case
CAReportName,Anesthesia: Gross charge per anesthesia unit,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia unit
CAReportName,Anesthesia: Gross charges - anesthesia,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charges - anesthesia
CAReportName,NULL,Anesthesia: Gross charges - anesthesia,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: Net revenue - anesthesia,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue - anesthesia
CAReportName,Anesthesia: Net revenue per anesthesia case,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia case
CAReportName,Anesthesia: Net revenue per anesthesia unit,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia unit
CAReportName,Anesthesia: Non-aged balances,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Non-aged balances
CAReportName,Anesthesia: Reconciling difference,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Reconciling difference
CAReportName,Anesthesia: S006 Anesthesia base units,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S006 Anesthesia base units
CAReportName,NULL,Anesthesia: S006 Anesthesia base units,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: S007 Anesthesia cases,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S007 Anesthesia cases
CAReportName,NULL,Anesthesia: S007 Anesthesia cases,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,Anesthesia: Total accounts receivable aging,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total accounts receivable aging
CAReportName,Anesthesia: Total adjustment percentage,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total adjustment percentage
CAReportName,Anesthesia: Total aging percentage,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total aging percentage
CAReportName,Anesthesia: Total allowance percentage,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total allowance percentage
CAReportName,Anesthesia: Total write-offs,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total write-offs
CAReportName,Anesthesia: Write-off percentage - Anes,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Write-off percentage - Anes
CAReportName,NULL,Bad Debt Allowance Percentage,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Bad debt allowance,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Bad Debt expense - facility,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Bad debt percentage,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Collections per visit and procedure,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,"Collections, net of refunds",,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Contractual Adjustment Percentage,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Contractual Adjustments - Facility,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Contractual Allowance Percentage,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Contractual Allowance,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Credit Balances,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Gross charge per visit and procedure,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Gross Charges Facility,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Net revenue - facility,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Net revenue per visit and procedure,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Non-Aged balances percentage,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,proc and visits,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,procedures,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Reconciling difference,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Total accounts receivable aging,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Total adjustment percentage,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Total aging percentage,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Total allowance percentage,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Total Write-offs,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,visits,,Missing in Excel,Missing in Excel,Anesthesia,,
CAReportName,NULL,Write-off percentage,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,34622260.42,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,34622260.42,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Mar 2024,0.4876317286,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Mar 2024,25756.51,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
Mar 2024,NULL,17512678.84,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,17512678.84,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Mar 2024,0.246654543971,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Mar 2024,NULL,11199773.21,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,11199773.21,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Mar 2024,0.157741427164,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Mar 2024,NULL,5221465.04,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,5221465.04,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Mar 2024,0.073540895146,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Mar 2024,NULL,3442678.77,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,3442678.77,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Mar 2024,0.048487862411,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Mar 2024,NULL,8786.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,8825,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
Mar 2024,0.295142406383,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
Mar 2024,70832581.14,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
Mar 2024,11162935.73,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
Mar 2024,6.493952920529,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
Mar 2024,0.030330320248,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
Mar 2024,-2148374.87,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
Mar 2024,-339953.66,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
Mar 2024,0.008290609185,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
Mar 2024,387608.69,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
Mar 2024,NULL,387608.69,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,-16.645869291518,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
Mar 2024,-2.563287645479,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
Mar 2024,-436304.880000001,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
Mar 2024,NULL,-436304.88,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,0.826999126828,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
Mar 2024,-33910822.92,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
Mar 2024,0.812073619431,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
Mar 2024,-57521270.54,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
Mar 2024,31834156.16,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
Mar 2024,NULL,31834156.16,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,-998020.22,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,-998020.22,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Credit balances
Mar 2024,1564.40677311053,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia case
Mar 2024,240.902081098389,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia unit
Mar 2024,41004665.93,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charges - anesthesia
Mar 2024,NULL,41004665.93,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,6753889.34999998,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue - anesthesia
Mar 2024,257.673852580977,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia case
Mar 2024,39.679045372562,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia unit
Mar 2024,-0.014056457295,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Non-aged balances
Mar 2024,-168254.920000032,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Reconciling difference
Mar 2024,170213,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S006 Anesthesia base units
Mar 2024,NULL,170213.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,26211,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S007 Anesthesia cases
Mar 2024,NULL,26211.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,71000836.06,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total accounts receivable aging
Mar 2024,0.835289736013,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total adjustment percentage
Mar 2024,1,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total aging percentage
Mar 2024,0.842403939679,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total allowance percentage
Mar 2024,32221764.85,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total write-offs
Mar 2024,1.013726555488,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Write-off percentage - Anes
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,36535912.76,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,36535912.76,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Apr 2024,0.51,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Apr 2024,-65420.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
Apr 2024,NULL,16954167.43,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,16954167.43,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Apr 2024,0.24,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Apr 2024,NULL,9197673.93,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,9197673.93,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Apr 2024,0.13,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Apr 2024,NULL,5810474.25,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,5810474.25,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Apr 2024,0.08,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Apr 2024,NULL,3720992.6,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,3720992.6,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Apr 2024,0.05,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Apr 2024,NULL,8594.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,8637.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
Apr 2024,0.29,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
Apr 2024,70982848.15,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
Apr 2024,11309950.24,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
Apr 2024,6.47,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
Apr 2024,0.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
Apr 2024,-2116344.19,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
Apr 2024,-515542.52,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
Apr 2024,0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
Apr 2024,547573.2,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
Apr 2024,NULL,547573.2,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,274.45,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
Apr 2024,42.41,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
Apr 2024,7720096.32,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
Apr 2024,NULL,7720096.32,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,0.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
Apr 2024,-36173068.76,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
Apr 2024,0.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
Apr 2024,-57556553.72,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
Apr 2024,36137765.08,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
Apr 2024,NULL,36137765.08,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,-1049843.1,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,-1049843.1,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Credit balances
Apr 2024,1582.87,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia case
Apr 2024,244.57,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia unit
Apr 2024,44524575.11,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charges - anesthesia
Apr 2024,NULL,44524575.11,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,7835963.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue - anesthesia
Apr 2024,278.57,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia case
Apr 2024,43.04,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia unit
Apr 2024,-0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Non-aged balances
Apr 2024,-186529.72,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Reconciling difference
Apr 2024,182055.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S006 Anesthesia base units
Apr 2024,NULL,182055.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,28129.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S007 Anesthesia cases
Apr 2024,NULL,28129.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,71169377.87,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total accounts receivable aging
Apr 2024,0.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total adjustment percentage
Apr 2024,1.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total aging percentage
Apr 2024,0.84,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total allowance percentage
Apr 2024,36685338.28,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total write-offs
Apr 2024,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Write-off percentage - Anes
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,32211320.08,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,32211320.08,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
May 2024,0.5,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
May 2024,-48085.26,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
May 2024,NULL,14658750.39,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,14658750.39,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
May 2024,0.23,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
May 2024,NULL,9982631.23,,Missing in Excel,Missing in Excel,Anesthesia,,
